# !!! ------------------------------- NOTE!! --------------------------------- !!!
# !!! THESE COMPOUNDS ARE READ FROM THE DEFINITION FILE, NOT KPP OUTPUT. THIS  !!!
# !!! MEANS THAT THE NUMBER OF COMPOUNDS MAY BE MORE THAN IS ACTUALLY IN THE   !!!
# !!! SCHEME. ALSO, THE ORDER OF COMPOUNDS IS _NOT_ THE SAME AS THE INDICES IN !!!
# !!! CHEMISTRY. THE INFORMATION IN THIS FILE SHOULD BE USED IN A DICTIONARY.  !!! 
# If all atoms are zero, scheme definition had IGNORE in elemental composition
# name                         mass          C  H  O  N  S Cl Br  I  is_Radical
CH3CHOOA                        60.05200000  2  4  2  0  0  0  0  0   0
CH3CHOO                         60.05200000  2  4  2  0  0  0  0  0   0
CH3CO2H                         60.05200000  2  4  2  0  0  0  0  0   0
PRONO3AO2                      136.08300000  3  6  5  1  0  0  0  0   1
PRONO3BO2                      136.08300000  3  6  5  1  0  0  0  0   1
PRONO3AO                       120.08400000  3  6  4  1  0  0  0  0   0
CHOPRNO3                       119.07600000  3  5  4  1  0  0  0  0   0
PR1O2HNO3                      137.09100000  3  7  5  1  0  0  0  0   0
PROPALO                         73.07100000  3  5  2  0  0  0  0  0   0
PRNO3CO3                       150.06600000  3  4  6  1  0  0  0  0   1
PRNO3PAN                       196.07100000  3  4  8  2  0  0  0  0   0
PRNO3CO3H                      151.07400000  3  5  6  1  0  0  0  0   0
PRNO3CO2H                      135.07500000  3  5  5  1  0  0  0  0   0
PRONO3BO                       120.08400000  3  6  4  1  0  0  0  0   0
NOA                            119.07600000  3  5  4  1  0  0  0  0   0
PR2O2HNO3                      137.09100000  3  7  5  1  0  0  0  0   0
PROLNO3                        121.09200000  3  7  4  1  0  0  0  0   0
CH3COCH2O                       73.07100000  3  5  2  0  0  0  0  0   0
CO23C4NO3                      147.08600000  4  5  5  1  0  0  0  0   0
CH2OOC                          46.02500000  1  2  2  0  0  0  0  0   0
MPRBNO3O                       134.11100000  4  8  4  1  0  0  0  0   0
MPRBNO3O2                      150.11000000  4  8  5  1  0  0  0  0   1
MPRBNO3CHO                     133.10300000  4  7  4  1  0  0  0  0   0
MPRBNO3OOH                     151.11800000  4  9  5  1  0  0  0  0   0
IBUTOLBNO3                     135.11900000  4  9  4  1  0  0  0  0   0
M2PROPAL2O                      87.09800000  4  7  2  0  0  0  0  0   0
MPRBNO3CO3                     164.09300000  4  6  6  1  0  0  0  0   1
MPRBNO3PAN                     210.09800000  4  6  8  2  0  0  0  0   0
MPRNO3CO3H                     165.10100000  4  7  6  1  0  0  0  0   0
MPRNO3CO2H                     149.10200000  4  7  5  1  0  0  0  0   0
H13CO2CHO                      118.08800000  4  6  4  0  0  0  0  0   0
H13CO2CO3                      149.07800000  4  5  6  0  0  0  0  0   1
HOCH2COCHO                      88.06200000  3  4  3  0  0  0  0  0   0
C4PAN10                        195.08300000  4  5  8  1  0  0  0  0   0
H13CO2CO3H                     150.08600000  4  6  6  0  0  0  0  0   0
ACO3                            87.05400000  3  3  3  0  0  0  0  0   1
ACRPAN                         133.05900000  3  3  5  1  0  0  0  0   0
ACO3H                           88.06200000  3  4  3  0  0  0  0  0   0
ACO2H                           72.06300000  3  4  2  0  0  0  0  0   0
C42AOH                         135.07500000  3  5  5  1  0  0  0  0   0
NMGLYOX                        133.05900000  3  3  5  1  0  0  0  0   0
GLYOO                           74.03500000  2  2  3  0  0  0  0  0   0
GLYOOA                          74.03500000  2  2  3  0  0  0  0  0   0
C1210CO3                       255.29000000 13 19  5  0  0  0  0  0   1
C1210PAN                       301.29500000 13 19  7  1  0  0  0  0   0
GLYOOB                          74.03500000  2  2  3  0  0  0  0  0   0
ISOPAO                         101.12500000  5  9  2  0  0  0  0  0   0
ISOPAO2                        117.12400000  5  9  3  0  0  0  0  0   1
ISOPANO3                       147.13000000  5  9  4  1  0  0  0  0   0
ISOPAOOH                       118.13200000  5 10  3  0  0  0  0  0   0
HC4ACHO                        100.11700000  5  8  2  0  0  0  0  0   0
ISOPAOH                        102.13300000  5 10  2  0  0  0  0  0   0
HC4CCHO                        100.11700000  5  8  2  0  0  0  0  0   0
HC4CCO3                        131.10700000  5  7  4  0  0  0  0  0   1
C57O2                          149.12200000  5  9  5  0  0  0  0  0   1
C57O                           133.12300000  5  9  4  0  0  0  0  0   0
C5PAN19                        177.11200000  5  7  6  1  0  0  0  0   0
HC4CCO3H                       132.11500000  5  8  4  0  0  0  0  0   0
HC4CCO2H                       116.11600000  5  8  3  0  0  0  0  0   0
C57OOH                         150.13000000  5 10  5  0  0  0  0  0   0
C57OH                          134.13100000  5 10  4  0  0  0  0  0   0
HO12CO3C4                      104.10500000  4  8  3  0  0  0  0  0   0
HCOCO                           57.02800000  2  1  2  0  0  0  0  0   0
HCOCO3                          89.02600000  2  1  4  0  0  0  0  0   1
HCOCO3H                         90.03400000  2  2  4  0  0  0  0  0   0
HCOCO2H                         74.03500000  2  2  3  0  0  0  0  0   0
ISOPBO                         101.12500000  5  9  2  0  0  0  0  0   0
ISOPBO2                        117.12400000  5  9  3  0  0  0  0  0   1
ISOPBNO3                       147.13000000  5  9  4  1  0  0  0  0   0
MVK                             70.09100000  4  6  1  0  0  0  0  0   0
ISOPBOOH                       118.13200000  5 10  3  0  0  0  0  0   0
ISOPBOH                        102.13300000  5 10  2  0  0  0  0  0   0
C522CO3                        143.11800000  6  7  4  0  0  0  0  0   1
C522PAN                        189.12300000  6  7  6  1  0  0  0  0   0
HMVKAO2                        119.09600000  4  7  4  0  0  0  0  0   1
HMVKBO2                        119.09600000  4  7  4  0  0  0  0  0   1
HMVKAO                         103.09700000  4  7  3  0  0  0  0  0   0
HMVKANO3                       149.10200000  4  7  5  1  0  0  0  0   0
HMVKBO                         103.09700000  4  7  3  0  0  0  0  0   0
HMVKAOOH                       120.10400000  4  8  4  0  0  0  0  0   0
CO2H3CHO                       102.08900000  4  6  3  0  0  0  0  0   0
HMVKBOOH                       120.10400000  4  8  4  0  0  0  0  0   0
CO2H3CO3                       133.07900000  4  5  5  0  0  0  0  0   1
C4PAN6                         179.08400000  4  5  7  1  0  0  0  0   0
CO2H3CO3H                      134.08700000  4  6  5  0  0  0  0  0   0
CISOPCO                        101.12500000  5  9  2  0  0  0  0  0   0
ISOPCO2                        117.12400000  5  9  3  0  0  0  0  0   1
ISOPCNO3                       147.13000000  5  9  4  1  0  0  0  0   0
ISOPCOOH                       118.13200000  5 10  3  0  0  0  0  0   0
HC4ACO3                        131.10700000  5  7  4  0  0  0  0  0   1
C58O2                          149.12200000  5  9  5  0  0  0  0  0   1
C58O                           133.12300000  5  9  4  0  0  0  0  0   0
C58NO3                         179.12800000  5  9  6  1  0  0  0  0   0
C5PAN17                        177.11200000  5  7  6  1  0  0  0  0   0
HC4ACO3H                       132.11500000  5  8  4  0  0  0  0  0   0
HC4ACO2H                       116.11600000  5  8  3  0  0  0  0  0   0
C58OOH                         150.13000000  5 10  5  0  0  0  0  0   0
C58OH                          134.13100000  5 10  4  0  0  0  0  0   0
MACROH                         104.10500000  4  8  3  0  0  0  0  0   0
C4MALOHOOH                     148.11400000  5  8  5  0  0  0  0  0   0
ISOPDO                         101.12500000  5  9  2  0  0  0  0  0   0
ISOPDO2                        117.12400000  5  9  3  0  0  0  0  0   1
ISOPDNO3                       147.13000000  5  9  4  1  0  0  0  0   0
MACR                            70.09100000  4  6  1  0  0  0  0  0   0
ISOPDOOH                       118.13200000  5 10  3  0  0  0  0  0   0
ISOPDOH                        102.13300000  5 10  2  0  0  0  0  0   0
HCOC5                          100.11700000  5  8  2  0  0  0  0  0   0
C59O2                          149.12200000  5  9  5  0  0  0  0  0   1
C59O                           133.12300000  5  9  4  0  0  0  0  0   0
C59OOH                         150.13000000  5 10  5  0  0  0  0  0   0
MACO3                          101.08100000  4  5  3  0  0  0  0  0   1
CH3C2H2O2                       73.07100000  3  5  2  0  0  0  0  0   1
MACRO                          103.09700000  4  7  3  0  0  0  0  0   0
MPAN                           147.08600000  4  5  5  1  0  0  0  0   0
MACO3H                         102.08900000  4  6  3  0  0  0  0  0   0
MACO2H                          86.09000000  4  6  2  0  0  0  0  0   0
MACRO2                         119.09600000  4  7  4  0  0  0  0  0   1
MACROOH                        120.10400000  4  8  4  0  0  0  0  0   0
C5H8                            68.11900000  5  8  0  0  0  0  0  0   0
NISOPO2                        162.12100000  5  8  5  1  0  0  0  0   1
NISOPO                         146.12200000  5  8  4  1  0  0  0  0   0
NISOPNO3                       192.12700000  5  8  6  2  0  0  0  0   0
NC4CHO                         145.11400000  5  7  4  1  0  0  0  0   0
NISOPOOH                       163.12900000  5  9  5  1  0  0  0  0   0
NC4CO3                         176.10400000  5  6  6  1  0  0  0  0   1
C510O2                         194.11900000  5  8  7  1  0  0  0  0   1
C510O                          178.12000000  5  8  6  1  0  0  0  0   0
C5PAN18                        222.10900000  5  6  8  2  0  0  0  0   0
NC4CO3H                        177.11200000  5  7  6  1  0  0  0  0   0
NC4CO2H                        161.11300000  5  7  5  1  0  0  0  0   0
C510OOH                        195.12700000  5  9  7  1  0  0  0  0   0
C510OH                         179.12800000  5  9  6  1  0  0  0  0   0
CH2OOE                          46.02500000  1  2  2  0  0  0  0  0   0
MVKOOA                          86.09000000  4  6  2  0  0  0  0  0   0
MACROOA                         86.09000000  4  6  2  0  0  0  0  0   0
MVKOO                           86.09000000  4  6  2  0  0  0  0  0   0
MVKO2                          101.08100000  4  5  3  0  0  0  0  0   1
MACROO                          86.09000000  4  6  2  0  0  0  0  0   0
MVKO                            85.08200000  4  5  2  0  0  0  0  0   0
MVKOOH                         102.08900000  4  6  3  0  0  0  0  0   0
MVKOH                           86.09000000  4  6  2  0  0  0  0  0   0
VGLYOX                          84.07400000  4  4  2  0  0  0  0  0   0
ALLYLOH                         58.08000000  3  6  1  0  0  0  0  0   0
GAOOB                           76.05100000  2  4  3  0  0  0  0  0   0
MGLYOOA                         88.06200000  3  4  3  0  0  0  0  0   0
GAOO                            76.05100000  2  4  3  0  0  0  0  0   0
MGLYOO                          88.06200000  3  4  3  0  0  0  0  0   0
MGLOOA                          88.06200000  3  4  3  0  0  0  0  0   0
MGLOO                           88.06200000  3  4  3  0  0  0  0  0   0
CH3COCO2H                       88.06200000  3  4  3  0  0  0  0  0   0
GLYOOC                          74.03500000  2  2  3  0  0  0  0  0   0
ACLOOA                          90.07800000  3  6  3  0  0  0  0  0   0
ACLOO                           90.07800000  3  6  3  0  0  0  0  0   0
MGLYOOB                         88.06200000  3  4  3  0  0  0  0  0   0
NOAOOA                         135.07500000  3  5  5  1  0  0  0  0   0
NOAOO                          135.07500000  3  5  5  1  0  0  0  0   0
PAN                            121.04800000  2  3  5  1  0  0  0  0   0
CH3CO3H                         76.05100000  2  4  3  0  0  0  0  0   0
PPN                            135.07500000  3  5  5  1  0  0  0  0   0
PERPROACID                      90.07800000  3  6  3  0  0  0  0  0   0
PROPACID                        74.07900000  3  6  2  0  0  0  0  0   0
HCOCH2OOH                       76.05100000  2  4  3  0  0  0  0  0   0
IBUTALCO2                      103.09700000  4  7  3  0  0  0  0  0   1
IBUTALO2H                      104.10500000  4  8  3  0  0  0  0  0   0
HYPERACET                       90.07800000  3  6  3  0  0  0  0  0   0
MEK                             72.10700000  4  8  1  0  0  0  0  0   0
MEKBO2                         103.09700000  4  7  3  0  0  0  0  0   1
MEKCO2                         103.09700000  4  7  3  0  0  0  0  0   1
MEKAO                           87.09800000  4  7  2  0  0  0  0  0   0
MEKANO3                        133.10300000  4  7  4  1  0  0  0  0   0
HO1CO3C4O2                     119.09600000  4  7  4  0  0  0  0  0   1
HO1CO3C4O                      103.09700000  4  7  3  0  0  0  0  0   0
MEKAOOH                        104.10500000  4  8  3  0  0  0  0  0   0
MEKAOH                          88.10600000  4  8  2  0  0  0  0  0   0
HOCO3C4OOH                     120.10400000  4  8  4  0  0  0  0  0   0
HO1CO3CHO                      102.08900000  4  6  3  0  0  0  0  0   0
HO14CO2C4                      104.10500000  4  8  3  0  0  0  0  0   0
CO2C3PAN                       163.08500000  4  5  6  1  0  0  0  0   0
CO2C3CO3H                      118.08800000  4  6  4  0  0  0  0  0   0
MEKBO                           87.09800000  4  7  2  0  0  0  0  0   0
MEKBOOH                        104.10500000  4  8  3  0  0  0  0  0   0
BUT2OLO                         88.10600000  4  8  2  0  0  0  0  0   0
MEKCO                           87.09800000  4  7  2  0  0  0  0  0   0
MEKCOOH                        104.10500000  4  8  3  0  0  0  0  0   0
MEKCOH                          88.10600000  4  8  2  0  0  0  0  0   0
CHOC3COCO3                     145.09000000  5  5  5  0  0  0  0  0   1
CHOC3COO2                      117.08000000  4  5  4  0  0  0  0  0   1
CHOC3COO                       101.08100000  4  5  3  0  0  0  0  0   0
CHOC3COPAN                     191.09500000  5  5  7  1  0  0  0  0   0
CHOC3COOOH                     146.09800000  5  6  5  0  0  0  0  0   0
C413COOOH                      118.08800000  4  6  4  0  0  0  0  0   0
C4CODIAL                       100.07300000  4  4  3  0  0  0  0  0   0
C312COCO3                      131.06300000  4  3  5  0  0  0  0  0   1
CHOCOCH2O2                     103.05300000  3  3  4  0  0  0  0  0   1
CHOCOCH2O                       87.05400000  3  3  3  0  0  0  0  0   0
C312COPAN                      177.06800000  4  3  7  1  0  0  0  0   0
C312COCO3H                     132.07100000  4  4  5  0  0  0  0  0   0
ALCOCH2OOH                     104.06100000  3  4  4  0  0  0  0  0   0
C33CO                           86.04600000  3  2  3  0  0  0  0  0   0
CHOC2CO3                       117.08000000  4  5  4  0  0  0  0  0   1
CHOC2H4O2                       89.07000000  3  5  3  0  0  0  0  0   1
CHOC2H4O                        73.07100000  3  5  2  0  0  0  0  0   0
CHOC2PAN                       163.08500000  4  5  6  1  0  0  0  0   0
CHOC2CO3H                      118.08800000  4  6  4  0  0  0  0  0   0
CHOC2H4OOH                      90.07800000  3  6  3  0  0  0  0  0   0
IPROPOLO                        75.08700000  3  7  2  0  0  0  0  0   0
IPROPOLO2H                      92.09400000  3  8  3  0  0  0  0  0   0
CH3CHOHCHO                      74.07900000  3  6  2  0  0  0  0  0   0
CH3CHOHCO3                     105.06900000  3  5  4  0  0  0  0  0   1
IPROPOLPAN                     151.07400000  3  5  6  1  0  0  0  0   0
IPROPOLPER                     106.07700000  3  6  4  0  0  0  0  0   0
IBUTOLBO                        89.11400000  4  9  2  0  0  0  0  0   0
IBUTOLBO2H                     106.12100000  4 10  3  0  0  0  0  0   0
IBUTOLOHB                       90.12200000  4 10  2  0  0  0  0  0   0
TBUTOLO                         89.11400000  4  9  2  0  0  0  0  0   0
TBUTOLNO3                      135.11900000  4  9  4  1  0  0  0  0   0
TBUTOLOOH                      106.12100000  4 10  3  0  0  0  0  0   0
C3ME3CHOO                      101.12500000  5  9  2  0  0  0  0  0   0
C3ME3CHOO2                     117.12400000  5  9  3  0  0  0  0  0   1
C3M3CHONO3                     147.13000000  5  9  4  1  0  0  0  0   0
C3M3CHOOOH                     118.13200000  5 10  3  0  0  0  0  0   0
C6145COO                       143.11800000  6  7  4  0  0  0  0  0   0
C6145COO2                      159.11700000  6  7  5  0  0  0  0  0   1
C6TRONOHO2                     175.11600000  6  7  6  0  0  0  0  0   1
C6TRONOHO                      159.11700000  6  7  5  0  0  0  0  0   0
C6145COOOH                     160.12500000  6  8  5  0  0  0  0  0   0
C6TONOHOOH                     176.12400000  6  8  6  0  0  0  0  0   0
ACR                             56.06400000  3  4  1  0  0  0  0  0   0
C3DIOLO                         91.08600000  3  7  3  0  0  0  0  0   0
C3DIOLO2                       107.08500000  3  7  4  0  0  0  0  0   1
C3DIOLOOH                      108.09300000  3  8  4  0  0  0  0  0   0
CO13C4OH                       102.08900000  4  6  3  0  0  0  0  0   0
MOXCOCH2OH                      90.07800000  3  6  3  0  0  0  0  0   0
MOXYCOCHO                       88.06200000  3  4  3  0  0  0  0  0   0
CHOCOMOXO2                     119.05200000  3  3  5  0  0  0  0  0   1
CHOCOMOXO                      103.05300000  3  3  4  0  0  0  0  0   0
ALCOMOXOOH                     120.06000000  3  4  5  0  0  0  0  0   0
MCOCOMOXO                      117.08000000  4  5  4  0  0  0  0  0   0
MCOCOMOXO2                     133.07900000  4  5  5  0  0  0  0  0   1
MCOCOMOOOH                     134.08700000  4  6  5  0  0  0  0  0   0
CHOOCHO                         74.03500000  2  2  3  0  0  0  0  0   0
METACETHO                       88.06200000  3  4  3  0  0  0  0  0   0
MECOACETO                      117.08000000  4  5  4  0  0  0  0  0   0
MECOACETO2                     133.07900000  4  5  5  0  0  0  0  0   1
MECOACEOOH                     134.08700000  4  6  5  0  0  0  0  0   0
ACCOMECHO                      130.09900000  5  6  4  0  0  0  0  0   0
ACCOMECO3                      161.08900000  5  5  6  0  0  0  0  0   1
ACCOMEPAN                      207.09400000  5  5  8  1  0  0  0  0   0
ACCOMECO3H                     162.09700000  5  6  6  0  0  0  0  0   0
MVKOHAO2                       135.09500000  4  7  5  0  0  0  0  0   1
MVKOHBO2                       135.09500000  4  7  5  0  0  0  0  0   1
MVKOHAO                        119.09600000  4  7  4  0  0  0  0  0   0
MVKOHANO3                      165.10100000  4  7  6  1  0  0  0  0   0
MVKOHAOOH                      136.10300000  4  8  5  0  0  0  0  0   0
MVKOHAOH                       120.10400000  4  8  4  0  0  0  0  0   0
MVKOHBO                        119.09600000  4  7  4  0  0  0  0  0   0
MVKOHBOOH                      136.10300000  4  8  5  0  0  0  0  0   0
H14CO23C4                      118.08800000  4  6  4  0  0  0  0  0   0
H1CO23CHO                      116.07200000  4  4  4  0  0  0  0  0   0
HMGLOOA                        104.06100000  3  4  4  0  0  0  0  0   0
HMGLOO                         104.06100000  3  4  4  0  0  0  0  0   0
HOCH2COCO2H                    104.06100000  3  4  4  0  0  0  0  0   0
APINAO2                        185.24300000 10 17  3  0  0  0  0  0   1
APINENE                        136.23800000 10 16  0  0  0  0  0  0   0
APINBO2                        185.24300000 10 17  3  0  0  0  0  0   1
APINCO2                        185.24300000 10 17  3  0  0  0  0  0   1
APINAO                         169.24400000 10 17  2  0  0  0  0  0   0
APINANO3                       215.24900000 10 17  4  1  0  0  0  0   0
PINAL                          168.23600000 10 16  2  0  0  0  0  0   0
APINAOOH                       186.25100000 10 18  3  0  0  0  0  0   0
APINBOH                        170.25200000 10 18  2  0  0  0  0  0   0
C96O2                          171.21600000  9 15  3  0  0  0  0  0   1
C96CO3                         199.22600000 10 15  4  0  0  0  0  0   1
PINALO2                        199.22600000 10 15  4  0  0  0  0  0   1
